SubClass,Label,Label,Class,Definition,imported from,definition source,comments,Synonyms,dateSubmitted
DIGITRUBBER:DIGITRUBBER_000332,Cure Rate [dik],Vernetzungsgeschwindigkeit [dik],http://purl.obolibrary.org/obo/BFO_0000019,rate at which a rubber compound vulcanizes after having reached the point of incipient vulcanization,,,,,
DIGITRUBBER:DIGITRUBBER_000333,Retarder [dik],Verzögerer [dik],http://purl.obolibrary.org/obo/BFO_0000040,compounding ingredient used to reduce the tendency of a rubber compound to vulcanize prematurely,,,,,
DIGITRUBBER:DIGITRUBBER_000334,Sulfur [dik],Schwefel [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000335,PHR [dik],PHR [dik],http://purl.obolibrary.org/obo/BFO_0000019,mass of compounding ingredient added to one hundred mass units of elastomer,,,,,
DIGITRUBBER:DIGITRUBBER_000336,Formulation [dik],Rezeptur [dik],http://purl.obolibrary.org/obo/IAO_0000104,"list of compounding ingredients and their proportions, used in the preparation of a compound",,,,,
DIGITRUBBER:DIGITRUBBER_000337,Compounding Ingredient [dik],Mischungsbestandteil‎ [dik],http://purl.obolibrary.org/obo/BFO_0000040,substance added to a rubber or rubber latex to form a mix,,,,,
DIGITRUBBER:DIGITRUBBER_000338,Compound [dik],Mischung [dik],http://purl.obolibrary.org/obo/BFO_0000040,intimate mixture of a rubber or rubbers or other polymer-forming materials with all the ingredients necessary for the finished product,,,,,
DIGITRUBBER:DIGITRUBBER_000339,Safety Data Sheet [dik],Sicherheitsdatenblatt [dik],http://purl.obolibrary.org/obo/IAO_0000104,,,,,,
DIGITRUBBER:DIGITRUBBER_000340,Product Data Sheet [dik],Produktdatenblatt [dik],http://purl.obolibrary.org/obo/IAO_0000104,,,,,,
DIGITRUBBER:DIGITRUBBER_000341,Mill [dik],Walzwerk [dik],http://purl.obolibrary.org/obo/BFO_0000015,"machine with two counter-rotating rolls, frequently heated or cooled, usually driven at different speeds, and having an adjustable nip for mastication, mixing, blending, warm-up or sheeting",,,,,
DIGITRUBBER:DIGITRUBBER_000342,Roll [dik],Walze [dik],http://purl.obolibrary.org/obo/BFO_0000015,"cylinder forming a major, rotating member of a calender or mill",,,,,
DIGITRUBBER:DIGITRUBBER_000343,Fixed Roll [dik],Festwalze [dik],http://purl.obolibrary.org/obo/BFO_0000015,,,,,,
DIGITRUBBER:DIGITRUBBER_000344,Setting Roll [dik],Stellwalze [dik],http://purl.obolibrary.org/obo/BFO_0000015,,,,,,
DIGITRUBBER:DIGITRUBBER_000345,Rotational Frequency [dik],Drehzahl [dik],http://purl.obolibrary.org/obo/BFO_0000019,A physical quality which inheres in a bearer by virtue of its speed rotating around itself.,,,,,
DIGITRUBBER:DIGITRUBBER_000346,Rotational Frequency Unit [dik],Drehzahleinheit [dik],http://purl.obolibrary.org/obo/UO_0000105,,,,,,
DIGITRUBBER:DIGITRUBBER_000347,Rotational Frequency Unit [uo],Drehzahleinheit [ou],http://purl.obolibrary.org/obo/UO_0000105,"""A unit which is a standard measure of the number of rotations in a given time."" [NIST:NIST]",http://purl.obolibrary.org/obo/UO_0000058,http://purl.obolibrary.org/obo/uo.owl,,,
DIGITRUBBER:DIGITRUBBER_000348,Frequency Unit [dik],Frequenzeinheit [dik],http://purl.obolibrary.org/obo/UO_0000000,,,,,,
DIGITRUBBER:DIGITRUBBER_000349,Frequency Unit [uo],Frequenzeinheit [uo],http://purl.obolibrary.org/obo/UO_0000000,"""A unit which is a standard measure of the number of repetitive actions in a particular time."" [NIST:NIST]",http://purl.obolibrary.org/obo/UO_0000105,http://purl.obolibrary.org/obo/uo.owl,,,
DIGITRUBBER:DIGITRUBBER_000350,Frequency Unit [ncit],Frequenzeinheit [ncit],http://purl.obolibrary.org/obo/UO_0000000,An indication of the type of unit of measure being used to express a number of regular events in a given time per unit of time.,http://purl.obolibrary.org/obo/NCIT_C67313,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000351,Turns per Second [dik],Umdrehungen pro Sekunde [dik],http://purl.obolibrary.org/obo/UO_0000058,A rotational frequency unit which is equal to the number of completed turns in a period of time that equals to 1 second.,,,,,
DIGITRUBBER:DIGITRUBBER_000352,Turns per Second [uo],Umdrehungen pro Sekunde [uo],http://purl.obolibrary.org/obo/UO_0000058,"""A rotational frequency unit which is equal to the number complete turn in a period of time that equals to 1 second."" [NIST:NIST]",http://purl.obolibrary.org/obo/uo.owl,http://purl.obolibrary.org/obo/uo.owl,,,
DIGITRUBBER:DIGITRUBBER_000353,Turns per Minute [dik],Umdrehungen pro Minute [dik],http://purl.obolibrary.org/obo/BFO_0000019,A rotational frequency unit which is equal to the number of completed turns in a period of time that equals to 1 minute.,,,,,
DIGITRUBBER:DIGITRUBBER_000355,Fixed Roll Speed [dik],Festwalzen-Drehzahl [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000356,Setting Roll Speed [dik],Stellwalzen-Drehzahl [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000357,Temperature [dik],Temperatur [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000358,Temperature [ncit],Temperatur [ncit],http://purl.obolibrary.org/obo/BFO_0000019,"A measure of the average kinetic energy of a system of particles. Temperature may be quantified, in the context of thermodynamics, as the potential of one system to transfer thermal energy to another system until both systems reach a state of thermal equilibrium.",http://purl.obolibrary.org/obo/NCIT_C25206,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000359,Temperature [pato],Temperatur [pato],http://purl.obolibrary.org/obo/BFO_0000019,A physical quality of the thermal energy of a system.,http://purl.obolibrary.org/obo/PATO_0000146,http://purl.obolibrary.org/obo/pato.owl,,,
DIGITRUBBER:DIGITRUBBER_000360,Temperature [om],Temperatur [om],http://purl.obolibrary.org/obo/BFO_0000019,Temperature is the extent to which an object is hot.,http://www.ontology-of-units-of-measure.org/resource/om-2/Temperature,http://purl.obolibrary.org/obo/uo.owl,,,
DIGITRUBBER:DIGITRUBBER_000361,Temperature [efo],Temperatur [efo],http://purl.obolibrary.org/obo/BFO_0000019,Temperature is a physical quality of the thermal energy of a system.,http://www.ebi.ac.uk/efo/EFO_0001702,http://www.ebi.ac.uk/efo/efo.owl,,,
DIGITRUBBER:DIGITRUBBER_000362,Temperature Unit [dik],Temperatureinheit [dik],http://purl.obolibrary.org/obo/UO_0000000,,,,,,
DIGITRUBBER:DIGITRUBBER_000363,Temperature Unit [uo],Temperatureinheit [uo],http://purl.obolibrary.org/obo/UO_0000000,"""A unit which is a standard measure of the average kinetic energy of the particles in a sample of matter."" [Wikipedia:Wikipedia]",http://purl.obolibrary.org/obo/UO_0000005,http://purl.obolibrary.org/obo/uo.owl,,,
DIGITRUBBER:DIGITRUBBER_000364,Temperature Unit [ncit],Temperatureinheit [ncit],http://purl.obolibrary.org/obo/UO_0000000,An indication of the type of unit of measure being used to express a temperature.,http://purl.obolibrary.org/obo/NCIT_C44276,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000365,Temperature Control Unit [dik],Temperatursteuergerät [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000366,Fixed Roll Temperature Control Unit [dik],Festwalzen-Temperatursteuergerät [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000367,Setting Roll Temperature Control Unit [dik],Stellwalzen-Temperatursteuergerät [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000368,Fixed Roll Temperature [dik],Festwalzen-Temperatur [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000369,Setting Roll Temperature [dik],Stellwalzen-Temperatur [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000370,NIP [dik],Walzenspalt [dik],http://purl.obolibrary.org/obo/BFO_0000141,radial clearance between the roll surfaces of a mill or calender on a line of centres,,,,,
DIGITRUBBER:DIGITRUBBER_000371,Sheeting [dik],Auswalzen [dik],http://purl.obolibrary.org/obo/BFO_0000015,"Process of converting a rubber or rubber mix, rubber dough or coagulated latex into a form in which the thickness is small in proportion to the length",,,,,
DIGITRUBBER:DIGITRUBBER_000372,Dispersion [dik],Dispergierung [dik],http://purl.obolibrary.org/obo/BFO_0000015,"Distribution of one or more ingredients into a rubber, a rubber blend or a continuum material, by the application of shearing forces, in order to confer optimum and uniform properties",,,,,
DIGITRUBBER:DIGITRUBBER_000373,Mastication [dik],Mastikation [dik],http://purl.obolibrary.org/obo/BFO_0000015,"the molecular mass of a rubber, in either the raw or the mixed state, by the action of mechanical work (shear) and atmospheric oxygen, sometimes assisted by peptizers and heat",,,,,
DIGITRUBBER:DIGITRUBBER_000374,Mastication [ncit],Mastikation [ncit],http://purl.obolibrary.org/obo/BFO_0000015,The process by which food is torn or crushed by the teeth.,http://purl.obolibrary.org/obo/NCIT_C62062,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000375,Mastication [hp],Mastikation [hp],http://purl.obolibrary.org/obo/BFO_0000015,The process of biting and mashing food with the teeth prior to swallowing.,http://purl.obolibrary.org/obo/GO_0071626,http://purl.obolibrary.org/obo/hp.owl,,,
DIGITRUBBER:DIGITRUBBER_000376,Processability [dik],Verarbeitbarkeit [dik],http://purl.obolibrary.org/obo/IAO_0000003,relative ease with which raw or compounded rubbers can be handled in rubber-processing machinery,,,,,
DIGITRUBBER:DIGITRUBBER_000377,Mixer Device [dik],Mischer [dik],http://purl.obolibrary.org/obo/BFO_0000040,A device for mixing/blending materials or signals.,,,,,
DIGITRUBBER:DIGITRUBBER_000378,Mixer Device [ncit],Mischer [ncit],http://purl.obolibrary.org/obo/BFO_0000040,A mechanical device designed to blend materials or an electronic device designed to blend signals.,http://purl.obolibrary.org/obo/NCIT_C50071,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000379,Mechanical Mixer [dik],Mechanischer Mischer [dik],http://purl.obolibrary.org/obo/BFO_0000040,A mixer device designed for mechanically mixing/blending materials.,,,,,
DIGITRUBBER:DIGITRUBBER_000380,Mechanical Mixer [ncit],Mechanischer Mischer [ncit],http://purl.obolibrary.org/obo/BFO_0000040,A mechanical component designed to blend materials.,http://purl.obolibrary.org/obo/NCIT_C172142,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000381,Internal Mixer [dik],Innenmischer [dik],http://purl.obolibrary.org/obo/BFO_0000040,machine with temperature controls containing one or more rotors operating in a closed cavity used to masticate and/or to incorporate and disperse compounding ingredients into the rubber,,,,,
DIGITRUBBER:DIGITRUBBER_000382,Rotor [dik],Rotor [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000383,Mixing Chamber [dik],Mischkammer [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000384,Drop Door [dik],Klappsattel [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000385,Stamp [dik],Stempel [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000386,Rotor Speed [dik],Rotor-Drehzahl [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000387,Rotor Temperature Control Unit [dik],Rotor-Temperatursteuergerät [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000388,Rotor Temperature [dik],Rotor-Temperatur [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000389,Mixing Chamber Temperature Control Unit [dik],Mischkammer-Temperatursteuergerät [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000390,Mixing Chamber Temperature [dik],Mischkammer-Temperatur [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000391,Drop Door Temperature Control Unit [dik],Klappsattel-Temperatursteuergerät [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000392,Drop Door Temperature [dik],Klappsattel-Temperatur [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000393,Stamp Temperature Control Unit [dik],Stempel-Temperatursteuergerät [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000394,Stamp Temperature [dik],Stempel-Temperatur [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000395,Torque [dik],Drehmoment [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000396,Torque [om],Drehmoment [om],http://purl.obolibrary.org/obo/BFO_0000019,"Torque is the effectiveness of a force to produce rotation about an axis, measured by the product of the force and the perpendicular distance from the line of action of the force to the axis.",http://www.ontology-of-units-of-measure.org/resource/om-2/Torque,http://www.ontology-of-units-of-measure.org/resource/om-2,,,
DIGITRUBBER:DIGITRUBBER_000397,Torque Unit [dik],Drehmoment Einheit [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000398,Newtonmeter [dik],Newtonmeter [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000399,Rotor Torque [dik],Rotor-Drehmoment [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000400,Mass Temperature [dik],Massetemperatur [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000401,Length [dik],Länge [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000402,Length [ncit],Länge [ncit],http://purl.obolibrary.org/obo/BFO_0000019,"The linear extent in space from one end of something to the other end, or the extent of something from beginning to end.",http://purl.obolibrary.org/obo/NCIT_C25334,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000403,Length [pato],Länge [pato],http://purl.obolibrary.org/obo/BFO_0000019,A 1-D extent quality which is equal to the distance between two points.,http://purl.obolibrary.org/obo/PATO_0000122,http://purl.obolibrary.org/obo/pato.owl,,,
DIGITRUBBER:DIGITRUBBER_000404,Length [om],Länge [om],http://purl.obolibrary.org/obo/BFO_0000019,"Length is the amount of space between two geographical points along a curve. It is a base quantity in the International System of Units and other systems of units. Length is speed times time. The metre, a base unit of length in the International System of Units, is defined in terms of speed of light during a certain time interval.",http://www.ontology-of-units-of-measure.org/resource/om-2/Length,http://www.ontology-of-units-of-measure.org/resource/om-2,,,
DIGITRUBBER:DIGITRUBBER_000405,Length [ms],Länge [ms],http://purl.obolibrary.org/obo/BFO_0000019,PEFF keyword for the sequence length.,http://purl.obolibrary.org/obo/PEFF_0001006,http://purl.obolibrary.org/obo/ms.owl,,,
DIGITRUBBER:DIGITRUBBER_000406,Length Unit [dik],Längen Einheit [dik],http://purl.obolibrary.org/obo/UO_0000000,,,,,,
DIGITRUBBER:DIGITRUBBER_000407,Length Unit [uo],Längen Einheit [uo],http://purl.obolibrary.org/obo/UO_0000000,"""A unit which is a standard measure of the distance between two points."" [Wikipedia:Wikipedia]",http://purl.obolibrary.org/obo/UO_0000001,http://purl.obolibrary.org/obo/uo.owl,,,
DIGITRUBBER:DIGITRUBBER_000408,Length Unit [ncit],Längen Einheit [ncit],http://purl.obolibrary.org/obo/UO_0000000,An indication of the type of unit of measure being used to express a length or distance.,http://purl.obolibrary.org/obo/NCIT_C42578,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000412,Stamp Distance [dik],Stempelweg [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000413,Addition Sequence [dik],Zugabereihenfolge [dik],http://purl.obolibrary.org/obo/IAO_0000104,,,,,,
DIGITRUBBER:DIGITRUBBER_000414,Time of Addition [dik],Zugabezeitpunkt [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000415,Power [dik],Leistung [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000416,Power [pato],Leistung [pato],http://purl.obolibrary.org/obo/BFO_0000019,A physical quality inhering in a bearer by virtue of the bearer's rate of doing work.,http://purl.obolibrary.org/obo/PATO_0001024,http://purl.obolibrary.org/obo/pato.owl,,,
DIGITRUBBER:DIGITRUBBER_000417,Power [om],Leistung [om],http://purl.obolibrary.org/obo/BFO_0000019,Power is the time rate at which work is done. It is a derived quantity in the International System of Units. Power is energy divided by time.,http://www.ontology-of-units-of-measure.org/resource/om-2/Power,http://www.ontology-of-units-of-measure.org/resource/om-2,,,
DIGITRUBBER:DIGITRUBBER_000418,Electrical Power [dik],Elektrische Leistung [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000419,Mixing Time [dik],Mischzeit [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000420,Filling Ratio [dik],Füllgrad [dik],http://purl.obolibrary.org/obo/BFO_0000019,A physical quality which inheres in a bearer by virtue of the ratio of the volume of a substance contained in the bearer and the bearer's own volume.,,,,,
DIGITRUBBER:DIGITRUBBER_000421,Number of Mixing Stages [dik],Mischstufenanzahl [dik],http://purl.obolibrary.org/obo/IAO_0000104,,,,,,
DIGITRUBBER:DIGITRUBBER_000422,Batch [dik],Charge [dik],http://purl.obolibrary.org/obo/IAO_0000104,Product of one mixing operation,,,,,
DIGITRUBBER:DIGITRUBBER_000423,Batch [ncit],Charge [ncit],http://purl.obolibrary.org/obo/IAO_0000104,"A quantity of people or things treated or regarded as a group, especially when subdivided from a larger group.",http://purl.obolibrary.org/obo/NCIT_C67073,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000424,Extruder [dik],Extruder [dik],http://purl.obolibrary.org/obo/BFO_0000040,"machine which, through the use of a screw or a hydraulic ram, continuously shapes a material by forcing it through a die or dies",,,,,
DIGITRUBBER:DIGITRUBBER_000425,Single Screw Extruder [dik],Einschneckenextruder [dik],DIGITRUBBER:DIGITRUBBER_000424,,,,,,
DIGITRUBBER:DIGITRUBBER_000426,Pin Extruder [dik],Stiftextruder [dik],DIGITRUBBER:DIGITRUBBER_000424,,,,,,
DIGITRUBBER:DIGITRUBBER_000427,Pin [dik],Stift [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000428,Screw [dik],Schnecke [dik],http://purl.obolibrary.org/obo/BFO_0000040,"rotating member with one or more helical grooves, used to propel rubber along the barrel of an extruder",,,,,
DIGITRUBBER:DIGITRUBBER_000429,Die [dik],Schablone [dik],http://purl.obolibrary.org/obo/BFO_0000040,"that part of an extruder through which material is forced, forming a profile of the extrudate",,,,,
DIGITRUBBER:DIGITRUBBER_000430,Extrudate [dik],Extrudat [dik],http://purl.obolibrary.org/obo/BFO_0000040,product of an extrusion process,,,,,
DIGITRUBBER:DIGITRUBBER_000431,Extruder Head [dik],Extruderkopf [dik],http://purl.obolibrary.org/obo/BFO_0000040,that part of an extruder which houses the die and die holder,,,,,
DIGITRUBBER:DIGITRUBBER_000432,Extrusion [dik],Extrudieren [dik],http://purl.obolibrary.org/obo/IAO_0000104,continuous shaping of a material by passage through a die,,,,,
DIGITRUBBER:DIGITRUBBER_000433,Extrusion [rex],Extrudieren [rex],http://purl.obolibrary.org/obo/IAO_0000104,"A transformation in which an atom or group Y connected to two other atoms or groups X and Z is lost from a molecule, leading to a product in which X is bonded to Z, e.g. X-Y-Z --> X-Z + Y.",http://purl.obolibrary.org/obo/REX_0000100,http://purl.obolibrary.org/obo/rex.owl,,,
DIGITRUBBER:DIGITRUBBER_000434,Extrusion [chmo],Extrudieren [chmo],http://purl.obolibrary.org/obo/IAO_0000104,A process used to create objects of a fixed cross-sectional profile by forcing or drawing a material through a die.,http://purl.obolibrary.org/obo/CHMO_0001613,http://purl.obolibrary.org/obo/chmo.owl,,,
DIGITRUBBER:DIGITRUBBER_000435,Die Swell [dik],Spritzquellung [dik],http://purl.obolibrary.org/obo/BFO_0000141,"difference between the dimensions of the cross-section of an extrudate and the corresponding dimensions of the die orifice, usually quantified as the percentage increase in the crosssectional area",,,,,
DIGITRUBBER:DIGITRUBBER_000436,Haul-off Speed [dik],Abzugsgeschwindigkeit [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000437,Conveyor Belt [dik],Förderband [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000438,Mass Throughput [dik],Massedurchsatz [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000439,Pressure Variation [dik],Druckschwankung [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000440,Geometry Variation [dik],Geometrieschwankung [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000441,Surface [dik],Oberfläche [dik],http://purl.obolibrary.org/obo/BFO_0000141,,,,,,
DIGITRUBBER:DIGITRUBBER_000442,Surface [ncit],Oberfläche [ncit],http://purl.obolibrary.org/obo/BFO_0000141,The extended two-dimensional outer boundary of a three-dimensional object.,http://purl.obolibrary.org/obo/NCIT_C25245,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000443,Surface Defect [dik],Oberflächenfehler [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000444,Surface Temperature [dik],Oberflächentemperatur [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000445,Screw Speed [dik],Schneckendrehzahl [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000446,Pressure [dik],Druck [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000447,Pressure [pato],Druck [pato],http://purl.obolibrary.org/obo/BFO_0000019,A physical quality that inheres in a bearer by virtue of the bearer's amount of force per unit area it exerts.,http://purl.obolibrary.org/obo/PATO_0001025,http://purl.obolibrary.org/obo/pato.owl,,,
DIGITRUBBER:DIGITRUBBER_000448,Pressure [om],Druck [om],http://purl.obolibrary.org/obo/BFO_0000019,Pressure is the force applied to or distributed over a surface. It is a derived quantity in the International System of Units. Pressure is force divided by area.,http://www.ontology-of-units-of-measure.org/resource/om-2/Pressure,http://www.ontology-of-units-of-measure.org/resource/om-2,,,
DIGITRUBBER:DIGITRUBBER_000449,Die Geometry [dik],Schablonengeometrie [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000450,Extrudate Cross Section [dik],Extrudatquerschnitt [dik],http://purl.obolibrary.org/obo/BFO_0000141,,,,,,
DIGITRUBBER:DIGITRUBBER_000451,Sensor [dik],Sensor [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000452,Sensor [sosa],Sensor [sosa],http://purl.obolibrary.org/obo/BFO_0000040,"Device, agent (including humans), or software (simulation) involved in, or implementing, a Procedure. Sensors respond to a stimulus, e.g., a change in the environment, or input data composed from the results of prior Observations, and generate a Result. Sensors can be hosted by Platforms.",http://www.w3.org/ns/sosa/Sensor,http://www.w3.org/ns/sosa/,,,
DIGITRUBBER:DIGITRUBBER_000453,Sensor [chmo],Sensor [chmo],http://purl.obolibrary.org/obo/BFO_0000040,A piece of apparatus that is used to measure a physical quantity.,http://purl.obolibrary.org/obo/CHMO_0002793,http://purl.obolibrary.org/obo/chmo.owl,,,
DIGITRUBBER:DIGITRUBBER_000454,Temperature Measuring Sword [dik],Temperaturmessschwert [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000455,Pressure Sensor [dik],Drucksensor [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000456,Temperature Sensor [dik],Temperatursensor [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000457,Gearbox [dik],Getriebe [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000458,Engine [dik],Motor [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000459,Engine [envo],Motor [envo],http://purl.obolibrary.org/obo/BFO_0000040,,http://purl.obolibrary.org/obo/ENVO_01000610,http://purl.obolibrary.org/obo/envo.owl,,,
DIGITRUBBER:DIGITRUBBER_000460,Feeding Roll [dik],Speisewalze [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000461,Pin Zone [dik],Stiftzone [dik],http://purl.obolibrary.org/obo/BFO_0000141,,,,,,
DIGITRUBBER:DIGITRUBBER_000462,Feeding Zone [dik],Einzugszone [dik],http://purl.obolibrary.org/obo/BFO_0000141,,,,,,
DIGITRUBBER:DIGITRUBBER_000463,Molding Zone [dik],Werkzeugzone [dik],http://purl.obolibrary.org/obo/BFO_0000141,,,,,,
DIGITRUBBER:DIGITRUBBER_000464,Feeding Roll Temperature Control Unit [dik],Speisewalzen-Temperatursteuergerät [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000465,Feeding Roll Temperature [dik],Speisewalzen-Temperatur [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000466,Screw Temperature Control Unit [dik],Schnecken-Temperatursteuergerät [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000467,Screw Temperature [dik],Schnecken-Temperatur [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000468,Feeding Zone Temperature Control Unit [dik],Einzugszonen-Temperatursteuergerät [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000469,Feeding Zone Temperature [dik],Einzugszonen-Temperatur [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000470,Pin Zone Temperature Control Unit [dik],Stiftzonen-Temperatursteuergerät [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000471,Pin Zone Temperature [dik],Stiftzonen-Temperatur [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000472,Molding Zone Temperature Control Unit [dik],Werkzeugzonen-Temperatursteuergerät [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
